ID_Transacao,Data_Processamento,Valor_Recebido
TRX-007367,2026-06-04,10672.92
TRX-007368,2026-05-26,13878.67
TRX-007369,2026-06-14,6560.39
TRX-007370,2026-06-11,3181.32
TRX-007371,2026-05-21,5944.74
TRX-007372,2026-06-08,7260.54
TRX-007373,2026-06-06,7745.41
TRX-007374,2026-05-27,4739.02
TRX-007375,2026-05-23,10514.18
TRX-007376,2026-06-04,2050.42
TRX-007377,2026-06-11,6430.46
TRX-007378,2026-05-29,14843.07
TRX-007379,2026-06-12,14898.26
TRX-007380,2026-05-25,6256.73
TRX-007381,2026-05-25,9803.39
TRX-007382,2026-05-22,7103.45
TRX-007383,2026-05-31,12047.84
TRX-007384,2026-05-21,7640.92
TRX-007385,2026-06-18,9450.0
TRX-007386,2026-06-15,998.69
TRX-007388,2026-06-18,10930.98
TRX-007389,2026-05-23,5530.56
TRX-007390,2026-06-03,7536.67
TRX-007391,2026-06-18,14441.95
TRX-007392,2026-05-27,14295.29
TRX-007393,2026-06-13,8966.29
TRX-007394,2026-06-05,9862.86
TRX-007395,2026-05-18,2692.39
TRX-007396,2026-06-03,9215.41
TRX-007397,2026-05-30,13650.2
TRX-007398,2026-06-03,8332.07
TRX-007400,2026-05-26,4242.36
TRX-007401,2026-06-07,12656.66
TRX-007402,2026-06-16,9728.35
TRX-007403,2026-05-22,4514.53
TRX-007404,2026-05-22,1725.66
TRX-007405,2026-06-10,12968.19
TRX-007406,2026-06-13,10406.96
TRX-007407,2026-05-25,5901.07
TRX-007408,2026-06-18,3780.4
TRX-007409,2026-06-11,1044.43
TRX-007410,2026-05-21,12021.26
TRX-007411,2026-06-01,13666.35
TRX-007412,2026-05-23,10135.64
TRX-007413,2026-05-27,6989.92
TRX-007414,2026-06-04,5123.51
TRX-007415,2026-05-25,6815.0
TRX-007416,2026-06-12,14265.81
TRX-007417,2026-05-28,6049.37
TRX-007418,2026-05-27,10639.7
TRX-007419,2026-06-04,5154.71
TRX-007420,2026-05-23,14510.31
TRX-007421,2026-05-22,9788.16
TRX-007422,2026-05-22,12154.65
TRX-007423,2026-05-18,7822.36
TRX-007424,2026-05-26,4925.49
TRX-007425,2026-06-07,7167.01
TRX-007426,2026-05-22,10508.12
TRX-007427,2026-06-10,13074.23
TRX-007428,2026-05-26,12914.88
TRX-007429,2026-06-17,2123.68
TRX-007430,2026-06-14,13907.66
TRX-007431,2026-06-08,9827.98
TRX-007432,2026-06-14,14698.34
TRX-007433,2026-06-12,10440.79
TRX-007434,2026-06-05,14561.22
TRX-007436,2026-06-06,2507.33
TRX-007437,2026-05-29,6904.69
TRX-007438,2026-05-28,12332.1
TRX-007439,2026-06-05,4893.79
TRX-007440,2026-05-26,6985.04
TRX-007441,2026-06-04,14832.72
TRX-007442,2026-06-17,952.63
TRX-007443,2026-06-12,7653.52
TRX-007444,2026-06-07,13744.53
TRX-007445,2026-06-05,14214.91
TRX-007446,2026-06-14,6250.5
TRX-007447,2026-05-28,6008.93
TRX-007448,2026-05-24,9071.36
TRX-007449,2026-05-22,9394.88
TRX-007450,2026-06-14,5986.76
TRX-007451,2026-06-18,13160.26
TRX-007452,2026-06-07,2647.18
TRX-007454,2026-05-29,11133.62
TRX-007455,2026-05-27,14055.3
TRX-007456,2026-06-04,5969.41
TRX-007457,2026-06-13,6659.26
TRX-007458,2026-05-31,854.42
TRX-007461,2026-06-17,9206.78
TRX-007462,2026-05-25,7039.12
TRX-007463,2026-05-31,12182.06
TRX-007464,2026-06-15,6319.57
TRX-007465,2026-05-20,3939.32
TRX-007466,2026-06-07,8520.97
TRX-007467,2026-05-31,12217.05
TRX-007469,2026-05-26,14336.05
TRX-007470,2026-05-26,1271.83
TRX-007471,2026-06-18,2880.11
TRX-007472,2026-05-22,3236.72
TRX-007473,2026-05-28,6911.34
TRX-007474,2026-05-26,1393.57
TRX-007475,2026-05-27,3441.61
TRX-007476,2026-05-25,5836.42
TRX-007477,2026-05-28,1130.93
TRX-007478,2026-05-20,10942.27
TRX-007479,2026-05-31,10290.82
TRX-007480,2026-06-01,1485.54
TRX-007481,2026-06-02,11276.89
TRX-007483,2026-05-18,912.75
TRX-007484,2026-06-09,4781.88
TRX-007485,2026-06-17,13550.68
TRX-007486,2026-06-16,9673.27
TRX-007487,2026-06-07,10954.94
TRX-007488,2026-06-04,10005.23
TRX-007489,2026-05-19,13558.61
TRX-007490,2026-05-31,13771.36
TRX-007491,2026-06-01,6435.67
TRX-007492,2026-06-11,5996.24
TRX-007493,2026-05-22,9738.37
TRX-007494,2026-06-14,11934.04
TRX-007495,2026-06-03,6298.96
TRX-007496,2026-06-12,5888.46
TRX-007497,2026-06-03,1987.69
TRX-007499,2026-06-07,5245.05
TRX-007500,2026-06-11,5551.76
TRX-007501,2026-06-04,7519.79
TRX-007502,2026-05-22,2833.87
TRX-007503,2026-06-08,5155.45
TRX-007504,2026-06-10,11914.75
TRX-007505,2026-05-23,5715.75
TRX-007506,2026-05-24,5602.27
TRX-007507,2026-05-24,3087.88
TRX-007508,2026-06-10,8540.42
TRX-007510,2026-06-01,11859.66
TRX-007511,2026-05-24,2002.87
TRX-007512,2026-06-14,5395.0
TRX-007513,2026-06-14,6704.95
TRX-007514,2026-05-25,8987.59
TRX-007515,2026-05-27,5698.22
TRX-007516,2026-06-09,7993.5
TRX-007517,2026-06-10,3643.24
TRX-007518,2026-05-18,8790.63
TRX-007519,2026-05-24,1520.0
TRX-007520,2026-05-22,11822.5
TRX-007521,2026-06-03,14120.99
TRX-007522,2026-06-11,2330.38
TRX-007523,2026-06-12,13689.68
TRX-007524,2026-06-08,13227.9
TRX-007525,2026-06-17,12188.7
TRX-007526,2026-06-02,10976.54
TRX-007527,2026-06-15,13107.69
TRX-007528,2026-06-17,2017.53
TRX-007529,2026-06-17,3288.95
TRX-007530,2026-06-10,7665.05
TRX-007531,2026-06-09,12272.58
TRX-007532,2026-06-10,10771.3
TRX-007533,2026-05-31,7956.93
TRX-007534,2026-06-16,6349.23
TRX-007535,2026-06-16,14099.84
TRX-007536,2026-06-08,8182.53
TRX-007537,2026-06-05,955.9
TRX-007538,2026-05-31,1162.39
TRX-007539,2026-05-20,739.91
TRX-007540,2026-05-31,12018.94
TRX-007541,2026-05-23,12434.09
TRX-007542,2026-05-22,12871.62
TRX-007543,2026-05-26,3785.73
TRX-007544,2026-06-14,7188.99
TRX-007546,2026-06-04,8035.63
TRX-007547,2026-06-03,4694.28
TRX-007548,2026-06-04,9053.61
TRX-007549,2026-06-16,11212.86
TRX-007550,2026-05-29,3497.94
TRX-007551,2026-05-21,14192.23
TRX-007552,2026-05-20,11863.58
TRX-007553,2026-05-26,11898.54
TRX-007554,2026-06-08,9178.27
TRX-007555,2026-06-03,7998.74
TRX-007556,2026-05-23,3688.0
TRX-007557,2026-06-03,13221.85
TRX-007558,2026-05-23,13132.93
TRX-007559,2026-05-19,6970.21
TRX-007560,2026-05-29,7948.68
TRX-007561,2026-05-24,14633.65
TRX-007562,2026-06-09,12918.39
TRX-007563,2026-05-29,549.78
TRX-007564,2026-06-19,8701.72
TRX-007565,2026-05-26,6566.64
TRX-007566,2026-05-28,2134.9
TRX-007567,2026-05-22,5943.86
TRX-007568,2026-06-18,2008.92
TRX-007569,2026-06-14,619.38
TRX-007570,2026-05-25,14885.71
TRX-007571,2026-05-28,7874.87
TRX-007572,2026-06-02,11727.65
TRX-007573,2026-06-09,11314.55
TRX-007574,2026-06-02,12034.83
TRX-007575,2026-06-08,612.59
TRX-007576,2026-05-28,14291.46
TRX-007577,2026-05-21,11721.34
TRX-007578,2026-05-25,7482.69
TRX-007579,2026-06-07,9307.69
TRX-007580,2026-05-19,5160.21
TRX-007581,2026-05-23,10242.83
TRX-007582,2026-05-22,2759.33
TRX-007583,2026-05-26,8165.48
TRX-007584,2026-06-16,729.73
TRX-007585,2026-06-09,10911.74
TRX-007586,2026-06-09,11475.09
TRX-007587,2026-05-30,5761.27
TRX-007588,2026-05-31,6932.82
TRX-007589,2026-05-28,12145.54
TRX-007590,2026-05-21,5463.06
TRX-007591,2026-06-13,1788.5
TRX-007592,2026-06-05,14344.88
TRX-007593,2026-05-28,7078.25
TRX-007594,2026-05-27,2598.0
TRX-007595,2026-06-16,12075.3
TRX-007596,2026-06-16,3410.04
TRX-007597,2026-05-19,1263.24
TRX-007598,2026-06-17,3412.59
TRX-007599,2026-06-03,6397.82
TRX-007600,2026-05-29,4727.02
TRX-007601,2026-06-16,10505.12
TRX-007602,2026-06-06,3947.23
TRX-007603,2026-06-15,9191.62
TRX-007604,2026-05-26,4798.32
TRX-007605,2026-05-26,7715.1
TRX-007606,2026-05-24,7561.3
TRX-007607,2026-06-14,13732.37
TRX-007608,2026-06-04,8654.39
TRX-007609,2026-05-20,5552.24
TRX-007610,2026-05-30,4976.82
TRX-007611,2026-06-02,2190.04
TRX-007612,2026-06-05,11962.38
TRX-007613,2026-06-05,7514.28
TRX-007614,2026-05-22,9788.83
TRX-007615,2026-06-01,1781.68
TRX-007616,2026-05-26,5842.64
TRX-007617,2026-06-08,4759.79
TRX-007618,2026-06-06,11282.52
TRX-007619,2026-06-15,5963.1
TRX-007620,2026-06-02,2171.29
TRX-007621,2026-05-31,12792.97
TRX-007622,2026-05-30,10561.09
TRX-007623,2026-05-29,14416.17
TRX-007624,2026-05-27,827.57
TRX-007625,2026-06-16,3819.91
TRX-007627,2026-05-21,2741.2
TRX-007628,2026-05-23,11970.11
TRX-007629,2026-06-15,5580.43
TRX-007630,2026-05-22,12249.47
TRX-007631,2026-06-13,2422.55
TRX-007632,2026-06-04,7991.85
TRX-007633,2026-05-23,7395.37
TRX-007634,2026-06-08,2083.83
TRX-007635,2026-06-10,9653.64
TRX-007636,2026-06-06,4259.94
TRX-007637,2026-06-19,1043.2
TRX-007638,2026-05-22,6695.76
TRX-007639,2026-05-29,5493.57
TRX-007640,2026-06-14,13669.95
TRX-007642,2026-06-08,8850.5
TRX-007643,2026-06-02,6214.84
TRX-007644,2026-06-02,5300.96
TRX-007645,2026-05-31,13737.99
TRX-007646,2026-05-25,10979.18
TRX-007647,2026-06-10,10867.51
TRX-007648,2026-06-11,7412.85
TRX-007649,2026-05-25,12309.86
TRX-007650,2026-06-12,6941.39
TRX-007651,2026-06-02,7562.87
TRX-007652,2026-06-13,1706.15
TRX-007653,2026-06-05,7108.27
TRX-007654,2026-06-06,5824.06
TRX-007655,2026-06-13,14750.19
TRX-007656,2026-05-23,7984.44
TRX-007657,2026-06-04,9038.93
TRX-007658,2026-05-18,10280.73
TRX-007659,2026-06-01,8762.28
TRX-007660,2026-06-12,14281.95
TRX-007661,2026-06-18,8580.61
TRX-007662,2026-05-31,9463.06
TRX-007663,2026-06-16,8741.09
TRX-007664,2026-05-28,1268.78
TRX-007665,2026-06-12,9741.48
TRX-007666,2026-05-23,9501.12
TRX-007667,2026-05-23,4889.07
TRX-007668,2026-06-13,5001.73
TRX-007669,2026-06-12,12393.12
TRX-007670,2026-06-01,7536.62
TRX-007671,2026-05-22,13990.53
TRX-007672,2026-06-16,9798.01
TRX-007673,2026-06-10,12848.28
TRX-007674,2026-05-30,1324.31
TRX-007676,2026-05-31,14722.35
TRX-007677,2026-06-14,8916.59
TRX-007678,2026-06-08,1972.16
TRX-007679,2026-06-07,3207.59
TRX-007680,2026-06-13,12915.09
TRX-007681,2026-06-10,13738.37
TRX-007682,2026-06-11,8287.98
TRX-007683,2026-06-16,1854.73
TRX-007684,2026-06-14,3541.47
TRX-007685,2026-06-06,2686.85
TRX-007686,2026-06-03,10226.55
TRX-007687,2026-06-04,7470.06
TRX-007688,2026-06-09,5930.87
TRX-007689,2026-06-15,4682.86
TRX-007690,2026-05-29,3216.09
TRX-007691,2026-06-15,14865.17
TRX-007692,2026-06-05,5241.91
TRX-007693,2026-05-25,13910.77
TRX-007694,2026-05-24,7501.34
TRX-007695,2026-06-03,2874.4
TRX-007696,2026-06-08,11125.11
TRX-007697,2026-05-28,9900.37
TRX-007698,2026-05-27,5865.07
TRX-007699,2026-05-28,8274.29
TRX-007700,2026-06-17,8351.64
TRX-007701,2026-06-04,2550.59
TRX-007702,2026-05-30,12694.05
TRX-007704,2026-06-15,1579.29
TRX-007705,2026-06-08,10916.39
TRX-007706,2026-05-20,12731.66
TRX-007707,2026-05-24,14526.88
TRX-007708,2026-06-14,9010.55
TRX-007709,2026-05-29,9486.74
TRX-007710,2026-06-09,8335.49
TRX-007711,2026-06-09,11719.86
TRX-007712,2026-05-27,13896.73
TRX-007713,2026-05-27,9005.84
TRX-007714,2026-06-14,3843.21
TRX-007716,2026-06-17,2075.51
TRX-007717,2026-05-26,3300.56
TRX-007718,2026-05-20,8074.23
TRX-007719,2026-06-13,4732.77
TRX-007720,2026-06-09,8425.92
TRX-007721,2026-06-13,2503.72
TRX-007722,2026-06-07,4319.98
TRX-007723,2026-05-24,9228.59
TRX-007725,2026-06-09,6809.49
TRX-007726,2026-05-28,3582.2
TRX-007727,2026-05-31,5230.32
TRX-007728,2026-06-13,10577.09
TRX-007729,2026-05-23,4944.87
TRX-007730,2026-06-10,10044.04
TRX-007731,2026-06-04,11724.78
TRX-007732,2026-06-06,14487.18
TRX-007733,2026-05-21,2845.71
TRX-007734,2026-06-12,9715.56
TRX-007735,2026-05-19,14091.07
TRX-007736,2026-05-30,5536.62
TRX-007737,2026-05-21,2573.98
TRX-007738,2026-06-04,11159.12
TRX-007739,2026-06-11,3506.02
TRX-007740,2026-06-17,5124.95
TRX-007741,2026-05-21,14192.21
TRX-007742,2026-06-16,7178.71
TRX-007743,2026-05-27,5044.16
TRX-007744,2026-06-16,7800.76
TRX-007745,2026-06-16,13218.36
TRX-007746,2026-05-28,6191.71
TRX-007747,2026-06-04,13390.84
TRX-007748,2026-05-24,695.01
TRX-007749,2026-06-12,3018.8
TRX-007750,2026-05-23,6693.85
TRX-007751,2026-05-24,8673.93
TRX-007752,2026-05-21,4981.76
TRX-007753,2026-05-23,10795.38
TRX-007754,2026-06-08,3647.71
TRX-007755,2026-06-18,13127.06
TRX-007756,2026-05-28,3535.75
TRX-007758,2026-06-04,3637.82
TRX-007759,2026-05-26,5191.3
TRX-007760,2026-05-29,628.73
TRX-007761,2026-06-17,11019.24
TRX-007762,2026-06-10,3363.07
TRX-007763,2026-06-10,5319.53
TRX-007764,2026-05-29,4681.17
TRX-007765,2026-06-14,4690.2
TRX-007766,2026-06-09,5377.25
TRX-007767,2026-06-11,9801.21
TRX-007768,2026-06-06,9789.12
TRX-007769,2026-05-27,14127.19
TRX-007771,2026-06-02,10319.36
TRX-007772,2026-06-04,5552.37
TRX-007773,2026-06-06,1449.0
TRX-007774,2026-05-23,4535.44
TRX-007775,2026-05-23,14818.16
TRX-007776,2026-06-01,13623.75
TRX-007779,2026-05-24,3388.64
TRX-007780,2026-06-12,13154.23
TRX-007781,2026-06-15,5035.87
TRX-007782,2026-05-31,5377.91
TRX-007783,2026-06-02,13387.18
TRX-007784,2026-06-06,10473.73
TRX-007785,2026-05-21,2998.22
TRX-007786,2026-06-14,3146.54
TRX-007788,2026-05-28,8292.66
TRX-007789,2026-06-12,8232.87
TRX-007790,2026-06-07,7103.55
TRX-007791,2026-06-13,12894.73
TRX-007792,2026-05-28,7413.41
TRX-007793,2026-06-06,6552.48
TRX-007794,2026-05-29,14191.69
TRX-007795,2026-06-16,7858.86
TRX-007796,2026-06-01,3161.48
TRX-007797,2026-05-29,5639.42
TRX-007798,2026-06-08,8945.03
TRX-007799,2026-06-18,8032.8
TRX-007800,2026-05-22,5523.07
TRX-007801,2026-06-13,14662.91
TRX-007802,2026-06-06,12848.78
TRX-007803,2026-05-27,11906.2
TRX-007804,2026-05-28,14963.8
TRX-007805,2026-06-03,5907.76
TRX-007806,2026-06-10,14231.26
TRX-007807,2026-06-19,10072.93
TRX-007808,2026-06-01,12483.87
TRX-007809,2026-06-10,8614.86
TRX-007810,2026-05-31,14119.8
TRX-007811,2026-06-18,791.81
TRX-007812,2026-06-15,1290.17
TRX-007813,2026-05-24,10713.37
TRX-007814,2026-06-10,3910.34
TRX-007815,2026-05-21,13136.1
TRX-007816,2026-06-06,1765.22
TRX-007817,2026-06-07,8114.4
TRX-007818,2026-05-20,12955.52
TRX-007819,2026-05-31,8743.72
TRX-007820,2026-05-21,5035.64
TRX-007821,2026-06-01,3107.17
TRX-007822,2026-06-13,2270.69
TRX-007823,2026-06-09,6468.57
TRX-007825,2026-06-04,11174.4
TRX-007826,2026-06-10,2961.72
TRX-007827,2026-05-22,8912.59
TRX-007828,2026-06-12,8057.46
TRX-007829,2026-06-15,3991.15
TRX-007830,2026-06-10,1189.07
TRX-007831,2026-06-15,10258.84
TRX-007832,2026-05-27,3641.4
TRX-007834,2026-06-07,2458.05
TRX-007835,2026-06-16,13117.51
TRX-007836,2026-05-28,12336.38
TRX-007838,2026-05-28,9112.34
TRX-007839,2026-05-31,2170.89
TRX-007840,2026-06-16,10075.7
TRX-007841,2026-06-17,12488.85
TRX-007842,2026-06-11,10813.33
TRX-007843,2026-06-17,11868.6
TRX-007844,2026-06-13,3028.69
TRX-007845,2026-06-01,8660.9
TRX-007846,2026-05-21,1653.86
TRX-007847,2026-06-01,7122.85
TRX-007848,2026-05-29,5927.06
TRX-007849,2026-05-23,3469.94
TRX-007850,2026-06-03,7206.29
TRX-007851,2026-05-30,5741.06
TRX-007852,2026-05-21,6378.47
TRX-007853,2026-06-14,8169.83
TRX-007854,2026-06-06,13701.64
TRX-007855,2026-05-30,9089.66
TRX-007856,2026-06-11,774.33
TRX-007857,2026-05-26,2660.52
TRX-007858,2026-06-19,10741.85
TRX-007859,2026-05-27,8966.53
TRX-007860,2026-05-23,10766.6
TRX-007861,2026-05-20,780.61
TRX-007862,2026-05-31,8708.47
TRX-007863,2026-05-24,13573.55
TRX-007864,2026-06-03,2635.86
TRX-007865,2026-05-30,4069.31
TRX-007866,2026-06-10,14685.61
TRX-007867,2026-06-16,12404.43
TRX-007868,2026-05-29,1029.55
TRX-007869,2026-06-05,6143.23
TRX-007870,2026-05-22,2907.32
TRX-007871,2026-06-05,5878.64
TRX-007872,2026-06-15,4348.49
TRX-007873,2026-06-16,14667.15
TRX-007874,2026-06-03,5268.37
TRX-007875,2026-06-03,4975.63
TRX-007876,2026-06-11,3067.39
TRX-007877,2026-06-03,14977.44
TRX-007878,2026-06-12,2518.48
TRX-007879,2026-05-18,617.37
TRX-007880,2026-06-05,13367.99
TRX-007881,2026-06-14,2445.34
TRX-007882,2026-05-21,12210.93
TRX-007883,2026-06-09,4817.81
TRX-007884,2026-06-03,2435.1
TRX-007885,2026-06-05,9134.89
TRX-007886,2026-05-28,6896.12
TRX-007887,2026-06-04,6719.24
TRX-007888,2026-05-22,1359.59
TRX-007889,2026-06-18,1255.75
TRX-007890,2026-06-03,5789.47
TRX-007891,2026-06-06,10912.9
TRX-007892,2026-06-08,3636.65
TRX-007893,2026-05-24,1026.57
TRX-007894,2026-05-31,11198.23
TRX-007895,2026-05-30,11054.51
TRX-007896,2026-05-24,5746.35
TRX-007897,2026-06-13,9471.19
TRX-007898,2026-06-09,11752.08
TRX-007899,2026-05-24,9516.94
TRX-007900,2026-05-28,8677.14
TRX-007901,2026-06-11,2755.01
TRX-007902,2026-05-29,14088.94
TRX-007903,2026-06-08,4559.11
TRX-007904,2026-06-11,10995.55
TRX-007905,2026-05-23,6491.83
TRX-007906,2026-06-18,9481.87
TRX-007907,2026-06-17,14822.97
TRX-007908,2026-06-17,3094.06
TRX-007910,2026-05-29,5578.06
TRX-007911,2026-06-13,1989.87
TRX-007912,2026-06-19,12317.02
TRX-007913,2026-05-26,3127.57
TRX-007914,2026-05-26,14627.03
TRX-007915,2026-06-02,14474.02
TRX-007916,2026-06-16,7640.33
TRX-007917,2026-06-11,4039.97
TRX-007918,2026-06-17,14508.39
TRX-007919,2026-06-05,10483.91
TRX-007920,2026-05-26,13025.0
TRX-007921,2026-06-03,3216.73
TRX-007922,2026-06-18,3218.27
TRX-007924,2026-06-04,3229.62
TRX-007925,2026-06-04,11699.92
TRX-007926,2026-05-27,8773.34
TRX-007927,2026-06-13,12427.16
TRX-007928,2026-05-29,1625.79
TRX-007929,2026-06-07,4971.08
TRX-007930,2026-06-01,11063.65
TRX-007931,2026-05-25,6861.29
TRX-007932,2026-05-21,11184.36
TRX-007933,2026-05-23,4519.25
TRX-007934,2026-06-04,11219.98
TRX-007935,2026-06-09,12855.8
TRX-007936,2026-06-04,13871.32
TRX-007937,2026-05-27,13211.22
TRX-007938,2026-06-14,6797.27
TRX-007939,2026-06-01,12329.19
TRX-007940,2026-05-30,2534.49
TRX-007941,2026-06-17,12474.07
TRX-007942,2026-06-17,2291.94
TRX-007943,2026-06-06,8834.65
TRX-007944,2026-05-23,1467.99
TRX-007945,2026-05-25,9755.12
TRX-007946,2026-05-29,12674.42
TRX-007947,2026-05-30,1983.83
TRX-007949,2026-06-18,6248.0
TRX-007950,2026-05-27,8478.5
TRX-007951,2026-06-10,3668.1
TRX-007952,2026-05-23,9253.42
TRX-007953,2026-06-12,14994.39
TRX-007954,2026-06-05,1927.15
TRX-007955,2026-06-03,11045.63
TRX-007956,2026-05-29,814.12
TRX-007957,2026-06-10,13794.7
TRX-007958,2026-05-23,2456.06
TRX-007959,2026-06-12,10529.54
TRX-007960,2026-06-10,11647.39
TRX-007961,2026-06-11,3558.86
TRX-007962,2026-06-05,14886.32
TRX-007963,2026-06-05,11876.65
TRX-007964,2026-05-27,6439.44
TRX-007966,2026-06-04,3336.07
TRX-007967,2026-06-12,5024.11
TRX-007968,2026-06-06,7573.27
TRX-007969,2026-06-13,12955.14
TRX-007970,2026-06-16,6031.92
TRX-007971,2026-05-19,11377.93
TRX-007972,2026-06-13,5577.27
TRX-007973,2026-06-17,813.41
TRX-007974,2026-05-26,4723.79
TRX-007975,2026-05-24,1884.42
TRX-007976,2026-06-14,11049.23
TRX-007977,2026-06-15,5702.8
TRX-007978,2026-06-12,11549.1
TRX-007979,2026-05-22,10740.71
TRX-007980,2026-05-20,7064.22
TRX-007981,2026-05-27,5982.13
TRX-007982,2026-05-31,13049.04
TRX-007983,2026-06-02,8616.29
TRX-007984,2026-06-13,3665.43
TRX-007985,2026-05-30,6322.92
TRX-007987,2026-06-09,5933.09
TRX-007988,2026-06-15,1661.62
TRX-007989,2026-05-29,7976.14
TRX-007990,2026-05-25,5212.69
TRX-007991,2026-06-02,2277.53
TRX-007992,2026-06-14,1641.06
TRX-007993,2026-06-09,969.09
TRX-007994,2026-06-18,6452.22
TRX-007995,2026-06-08,4794.16
TRX-007996,2026-06-04,7066.32
TRX-007997,2026-06-07,6158.27
TRX-007998,2026-06-07,13595.8
TRX-007999,2026-06-16,5385.54
TRX-008000,2026-05-20,12168.17
TRX-008001,2026-06-17,1845.35
TRX-008002,2026-05-23,7436.03
TRX-008003,2026-06-19,12203.72
TRX-008004,2026-05-25,1709.89
TRX-008005,2026-05-22,1056.21
TRX-008006,2026-05-25,3977.95
TRX-008007,2026-05-30,11763.28
TRX-008008,2026-05-27,2376.79
TRX-008009,2026-06-04,3463.21
TRX-008010,2026-06-02,7617.06
TRX-008011,2026-06-08,5561.91
TRX-008012,2026-06-05,8256.55
TRX-008013,2026-05-21,11407.02
TRX-008014,2026-06-18,13311.64
TRX-008015,2026-05-22,8856.34
TRX-008016,2026-05-30,14341.45
TRX-008017,2026-05-25,6399.17
TRX-008018,2026-06-17,1600.78
TRX-008019,2026-05-22,2282.07
TRX-008020,2026-05-19,13924.41
TRX-008021,2026-05-22,13287.41
TRX-008022,2026-05-24,2206.1
TRX-008023,2026-06-04,14022.54
TRX-008024,2026-06-06,7763.02
TRX-008025,2026-06-07,4399.24
TRX-008026,2026-06-07,10116.45
TRX-008027,2026-05-18,4747.56
TRX-008028,2026-06-16,3058.98
TRX-008029,2026-05-25,8029.78
TRX-008031,2026-05-29,9780.46
TRX-008032,2026-06-06,5860.65
TRX-008033,2026-06-13,12996.51
TRX-008034,2026-06-13,4615.94
TRX-008035,2026-05-22,9724.42
TRX-008036,2026-06-14,12455.26
TRX-008037,2026-06-19,557.85
TRX-008038,2026-06-13,6650.46
TRX-008039,2026-05-29,8269.8
TRX-008040,2026-05-26,14961.52
TRX-008041,2026-06-12,8578.84
TRX-008042,2026-05-23,11146.74
TRX-008043,2026-06-04,14238.94
TRX-008044,2026-06-16,874.37
TRX-008045,2026-05-24,7524.24
TRX-008046,2026-05-23,6730.42
TRX-008047,2026-06-03,2811.51
TRX-008048,2026-05-28,7214.36
TRX-008049,2026-06-01,7877.98
TRX-008050,2026-06-16,12234.14
TRX-008051,2026-06-16,3800.19
TRX-008052,2026-05-27,4819.03
TRX-008053,2026-05-24,5067.53
TRX-008054,2026-05-28,10280.07
TRX-008055,2026-06-04,9991.86
TRX-008057,2026-05-21,1723.89
TRX-008058,2026-06-07,4135.85
TRX-008059,2026-05-26,12212.15
TRX-008060,2026-06-06,14148.62
TRX-008061,2026-06-13,13208.75
TRX-008062,2026-05-29,7270.45
TRX-008063,2026-06-05,13401.66
TRX-008064,2026-06-14,10584.57
TRX-008065,2026-06-11,8278.84
TRX-008066,2026-05-25,5698.37
TRX-008067,2026-05-26,5339.04
TRX-008068,2026-06-17,13197.37
TRX-008069,2026-06-12,14499.1
TRX-008070,2026-05-26,10073.66
TRX-008071,2026-06-01,8363.73
TRX-008072,2026-06-13,11551.06
TRX-008073,2026-06-02,13778.24
TRX-008074,2026-06-17,2984.14
TRX-008075,2026-05-31,3623.44
TRX-008076,2026-06-17,2784.86
TRX-008077,2026-06-13,10571.64
TRX-008078,2026-06-11,10053.61
TRX-008079,2026-05-25,6354.06
TRX-008080,2026-06-02,4551.49
TRX-008081,2026-05-21,9214.99
TRX-008082,2026-06-03,3812.23
TRX-008083,2026-05-24,14394.81
TRX-008084,2026-05-28,9073.6
TRX-008085,2026-05-30,1024.05
TRX-008086,2026-06-14,10062.69
TRX-008087,2026-06-17,13384.08
TRX-008088,2026-05-27,12779.98
TRX-008089,2026-05-20,7539.2
TRX-008090,2026-05-28,7074.77
TRX-008092,2026-05-21,1984.17
TRX-008093,2026-05-31,10266.8
TRX-008094,2026-05-26,12886.77
TRX-008095,2026-06-05,10271.18
TRX-008096,2026-05-25,5612.09
TRX-008097,2026-06-15,10285.8
TRX-008098,2026-06-13,8725.65
TRX-008099,2026-05-25,9978.87
TRX-008100,2026-06-18,6043.54
TRX-008101,2026-05-26,12138.38
TRX-008102,2026-05-28,7536.19
TRX-008104,2026-06-04,2509.22
TRX-008105,2026-06-05,6169.47
TRX-008106,2026-06-08,14771.53
TRX-008108,2026-06-08,7578.17
TRX-008109,2026-05-20,946.19
TRX-008110,2026-06-01,4399.21
TRX-008111,2026-05-30,6895.15
TRX-008112,2026-05-29,10221.59
TRX-008113,2026-06-10,10953.2
TRX-008114,2026-05-21,1700.63
TRX-008116,2026-05-19,7315.0
TRX-008117,2026-06-04,3308.76
TRX-008118,2026-06-03,3097.62
TRX-008119,2026-06-07,6075.93
TRX-008120,2026-06-18,13778.99
TRX-008121,2026-06-12,8846.06
TRX-008122,2026-06-01,1732.16
TRX-008123,2026-06-13,7664.15
TRX-008124,2026-05-22,3848.81
TRX-008125,2026-05-29,12783.13
TRX-008126,2026-05-28,4293.71
TRX-008127,2026-06-08,9709.01
TRX-008130,2026-06-09,10424.26
TRX-008131,2026-06-15,5071.86
TRX-008132,2026-06-03,3671.19
TRX-008133,2026-06-14,7894.42
TRX-008134,2026-05-20,526.6
TRX-008135,2026-06-01,12823.54
TRX-008136,2026-06-15,5461.47
TRX-008137,2026-06-04,9642.65
TRX-008138,2026-06-14,14726.75
TRX-008139,2026-06-17,9005.64
TRX-008140,2026-05-23,14959.19
